 

stn;time;uto200s0;gre000z0;tre200s0;ure200s0;fkl010z0;fve010z0
THU;202406150130;12.4;0;14.7;98.9;3.2;3.2
THU;202406150140;12.4;0;14.8;97.8;3.6;3.6
THU;202406150150;12.3;0;14.9;97.1;2.9;2.8
THU;202406150200;12.3;0;14.7;97.3;1.8;1.6
THU;202406150210;12.3;0;14.4;99.2;1.6;1.5
THU;202406150220;12.3;0;14.4;99.3;0.5;0.4
THU;202406150230;12.1;0;14.2;99.3;1.0;0.9
THU;202406150240;12.1;0;14.1;99.3;0.4;0.3
THU;202406150250;12.1;0;14.1;99.3;1.2;1.2
THU;202406150300;12.1;0;14.1;99.3;1.5;1.3
THU;202406150310;12.1;0;14.1;99.3;2.7;2.7
THU;202406150320;12.1;0;14.1;99.3;3.2;3.1
THU;202406150330;11.6;0;13.6;99.0;2.4;2.2
THU;202406150340;11.5;0;13.4;99.2;2.0;1.9
THU;202406150350;11.4;0;13.2;99.2;2.3;2.3
THU;202406150400;11.4;0;13.1;99.3;1.7;1.7
THU;202406150410;11.4;0;13.1;99.3;2.0;2.0
THU;202406150420;11.3;0;13.0;99.3;2.2;2.1
THU;202406150430;11.3;1;13.0;99.3;2.2;1.9
THU;202406150440;11.2;5;12.9;99.3;0.9;0.8
THU;202406150450;11.1;7;12.8;99.3;0.6;0.5
THU;202406150500;11.2;13;12.9;99.3;0.5;0.2
THU;202406150510;11.2;15;12.9;99.3;0.5;0.5
THU;202406150520;11.4;13;13.1;99.3;0.4;0.2
THU;202406150530;11.3;13;13.1;99.2;0.7;0.3
THU;202406150540;11.3;18;13.1;99.2;0.4;0.3
THU;202406150550;11.3;29;13.0;99.3;0.9;0.8
THU;202406150600;11.4;39;13.1;99.3;1.4;1.4
THU;202406150610;11.4;64;13.1;99.3;0.5;0.4
THU;202406150620;11.4;81;13.2;99.2;0.2;0.1
THU;202406150630;11.4;81;13.3;99.2;0.4;0.4
THU;202406150640;11.5;77;13.4;99.2;0.7;0.6
THU;202406150650;11.6;98;13.5;99.2;0.7;0.2
THU;202406150700;11.6;114;13.6;99.2;1.0;0.9
THU;202406150710;11.6;201;13.6;99.2;1.5;1.4
THU;202406150720;11.9;233;13.9;99.1;2.8;2.3
THU;202406150730;11.7;205;13.8;98.1;1.9;1.8
THU;202406150740;11.7;340;14.2;95.5;1.4;1.2
THU;202406150750;11.1;359;14.7;87.9;2.2;1.9
THU;202406150800;10.3;305;14.4;83.6;1.8;1.7
THU;202406150810;10.4;409;14.5;83.8;1.9;1.8
THU;202406150820;10.6;491;15.0;82.9;1.9;1.7
THU;202406150830;10.0;403;15.1;77.5;2.4;2.2
THU;202406150840;9.9;544;15.6;74.5;1.7;1.5
THU;202406150850;9.2;397;15.5;69.8;2.3;1.8
THU;202406150900;9.5;621;16.1;69.4;2.6;2.4
THU;202406150910;9.1;447;15.7;67.6;2.7;2.6
THU;202406150920;8.9;596;16.0;65.3;2.9;2.9
THU;202406150930;8.9;788;16.4;64.0;4.2;4.1
THU;202406150940;9.0;724;16.5;64.1;3.9;3.8
THU;202406150950;9.2;869;17.0;63.5;4.0;4.0
THU;202406151000;9.0;607;16.7;63.2;4.0;4.0
THU;202406151010;9.3;660;17.1;63.6;3.6;3.5
THU;202406151020;9.0;727;17.0;62.6;3.8;3.6
THU;202406151030;9.0;577;17.1;62.2;3.3;3.3
THU;202406151040;8.7;586;16.7;61.8;3.3;3.3
THU;202406151050;9.2;693;17.3;62.2;2.7;2.6
THU;202406151100;9.0;503;17.2;61.6;3.4;3.3
THU;202406151110;8.7;391;16.7;61.5;3.7;3.5
THU;202406151120;8.7;485;16.7;61.0;3.2;3.2
THU;202406151130;8.7;482;16.9;60.3;3.1;2.9
THU;202406151140;8.7;531;17.1;59.6;2.2;2.0
THU;202406151150;9.2;706;17.6;61.0;3.1;3.1
THU;202406151200;8.7;601;17.4;58.9;1.5;1.5
THU;202406151210;8.9;664;17.6;59.9;2.1;2.0
THU;202406151220;9.0;956;18.0;58.7;2.1;1.8
THU;202406151230;9.1;651;18.1;58.9;2.2;1.8
THU;202406151240;8.9;387;17.5;59.5;2.2;2.0
THU;202406151250;9.0;207;17.0;62.1;2.1;2.1
THU;202406151300;9.0;283;17.1;62.2;1.6;1.5
THU;202406151310;9.0;243;17.2;61.2;0.9;0.9
THU;202406151320;9.0;245;17.4;60.8;0.7;0.4
THU;202406151330;8.9;286;17.5;59.9;0.8;0.8
THU;202406151340;8.9;332;17.5;59.4;0.7;0.4
THU;202406151350;8.9;348;17.7;59.3;0.6;0.5
THU;202406151400;9.1;417;18.0;58.9;0.7;0.5
THU;202406151410;9.1;453;18.3;57.9;0.9;0.6
THU;202406151420;8.9;248;18.1;57.3;0.6;0.3
THU;202406151430;9.6;174;17.8;63.1;1.7;1.6
THU;202406151440;9.8;236;17.9;64.1;1.7;1.7
THU;202406151450;9.4;196;17.8;61.8;1.6;1.6
THU;202406151500;9.2;172;17.8;60.5;1.0;1.0
THU;202406151510;9.1;265;18.0;59.2;0.7;0.6
THU;202406151520;9.1;217;18.0;59.0;0.7;0.7
THU;202406151530;9.5;200;18.1;61.5;1.9;1.8
THU;202406151540;9.4;215;18.1;60.5;1.0;1.0
THU;202406151550;9.4;355;18.3;60.2;0.7;0.4
THU;202406151600;8.9;523;18.6;56.2;0.8;0.7
THU;202406151610;9.1;345;18.6;57.3;1.1;1.0
THU;202406151620;9.4;186;18.5;59.2;0.8;0.7
THU;202406151630;9.7;166;18.3;62.2;1.0;1.0
THU;202406151640;9.5;187;18.3;60.8;1.3;1.3
THU;202406151650;9.8;192;18.3;62.8;1.6;1.6
THU;202406151700;9.4;180;18.3;59.9;1.0;1.0
THU;202406151710;9.3;199;18.4;59.0;0.8;0.8
THU;202406151720;9.6;313;18.7;60.0;1.2;0.9
THU;202406151730;9.5;225;18.6;59.6;1.9;1.8
THU;202406151740;9.6;100;17.6;63.9;2.5;2.5
THU;202406151750;9.8;148;17.5;66.1;2.1;2.1
THU;202406151800;10.0;146;17.6;66.6;1.0;0.6
THU;202406151810;9.8;157;17.8;64.8;2.3;2.1
THU;202406151820;9.5;139;17.7;63.4;2.2;2.0
THU;202406151830;9.6;61;17.4;64.9;1.3;1.3
THU;202406151840;9.5;52;17.4;64.1;1.4;0.8
THU;202406151850;8.1;50;17.7;53.8;1.8;0.7
THU;202406151900;8.3;27;17.2;56.8;2.0;2.0
THU;202406151910;8.6;12;16.8;60.0;0.6;0.3
THU;202406151920;8.7;2;16.3;62.8;0.4;0.3
THU;202406151930;9.1;0;15.9;66.9;1.1;1.1
THU;202406151940;8.8;0;15.9;64.9;1.4;1.3
THU;202406151950;8.4;0;16.0;61.6;1.4;1.4
THU;202406152000;8.2;0;16.0;60.5;1.3;1.3
THU;202406152010;8.6;0;15.5;65.1;0.6;0.5
THU;202406152020;9.5;0;14.3;77.6;0.4;0.3
THU;202406152030;10.0;0;14.0;83.4;0.6;0.5
THU;202406152040;9.9;0;13.5;84.5;0.6;0.5
THU;202406152050;10.0;0;12.9;88.6;1.0;1.0
THU;202406152100;10.1;0;13.5;85.7;0.9;0.9
THU;202406152110;9.9;0;13.4;85.3;0.8;0.8
THU;202406152120;9.6;0;12.8;86.2;0.5;0.4
THU;202406152130;9.6;0;11.7;91.8;0.8;0.7
THU;202406152140;9.8;0;11.6;94.6;0.6;0.5
THU;202406152150;9.5;0;11.5;91.9;0.3;0.2
THU;202406152200;9.7;0;11.8;91.5;0.3;0.1
THU;202406152210;9.3;0;10.8;94.1;0.5;0.4
THU;202406152220;9.5;0;10.3;99.2;0.8;0.8
THU;202406152230;9.6;0;10.4;99.2;1.3;1.2
THU;202406152240;9.8;0;10.9;99.2;0.7;0.6
THU;202406152250;9.6;0;10.5;99.1;0.2;0.2
THU;202406152300;9.4;0;10.1;99.2;0.6;0.5
THU;202406152310;9.6;0;10.4;99.2;0.8;0.7
THU;202406152320;9.1;0;9.6;99.2;0.9;0.9
THU;202406152330;9.4;0;10.2;99.2;0.6;0.6
THU;202406152340;9.4;0;10.2;99.2;0.4;0.4
THU;202406152350;9.1;0;9.7;99.2;0.5;0.5
THU;202406160000;9.4;0;10.1;99.2;0.9;0.8
THU;202406160010;9.2;0;9.8;99.2;0.5;0.4
THU;202406160020;8.9;0;9.3;99.2;0.4;0.4
THU;202406160030;8.7;0;8.9;99.3;1.1;1.1
THU;202406160040;9.0;0;9.5;99.3;0.6;0.6
THU;202406160050;8.9;0;9.3;99.3;0.6;0.6
THU;202406160100;8.8;0;9.2;99.3;0.7;0.7
THU;202406160110;8.8;0;9.1;99.3;0.4;0.4
THU;202406160120;8.9;0;9.3;99.3;0.6;0.6
THU;202406160130;9.3;0;9.9;99.3;0.5;0.5
THU;202406160140;8.8;0;9.0;99.2;0.1;0.1
THU;202406160150;8.9;0;9.3;99.3;0.5;0.5
THU;202406160200;9.1;0;9.6;99.3;0.9;0.7
THU;202406160210;9.6;0;10.4;99.3;1.0;1.0
THU;202406160220;9.7;0;10.6;99.2;1.0;0.8
THU;202406160230;9.5;0;10.3;99.2;0.6;0.6
THU;202406160240;9.7;0;10.6;99.2;0.5;0.4
THU;202406160250;9.6;0;10.6;99.0;0.6;0.6
THU;202406160300;9.7;0;10.7;99.0;0.2;0.2
THU;202406160310;9.7;0;10.6;99.2;0.4;0.4
THU;202406160320;9.6;0;10.5;99.2;0.4;0.4
THU;202406160330;9.4;0;10.2;99.2;0.3;0.3
THU;202406160340;9.2;1;9.8;99.3;0.5;0.4
THU;202406160350;9.1;5;9.7;99.3;0.5;0.5
THU;202406160400;9.1;14;9.6;99.3;0.8;0.8
THU;202406160410;9.3;31;10.0;99.3;1.0;1.0
THU;202406160420;9.4;54;10.1;99.3;0.8;0.8
THU;202406160430;9.8;78;10.8;99.3;0.3;0.3
THU;202406160440;10.1;121;11.3;99.2;0.1;0.1
THU;202406160450;10.3;77;11.5;99.2;0.3;0.3
THU;202406160500;10.3;70;11.7;98.9;0.1;0.1
THU;202406160510;10.3;70;11.7;99.0;0.2;0.2
THU;202406160520;10.5;87;11.9;99.0;0.5;0.5
THU;202406160530;10.5;96;12.1;98.1;0.5;0.5
THU;202406160540;10.3;94;12.1;96.5;0.6;0.6
THU;202406160550;10.3;260;12.6;93.0;0.8;0.7
THU;202406160600;9.8;329;12.9;87.3;0.4;0.4
THU;202406160610;9.6;170;12.9;85.4;0.8;0.8
THU;202406160620;9.5;282;13.4;81.9;0.8;0.7
THU;202406160630;9.6;326;13.7;80.8;0.5;0.5
THU;202406160640;9.4;359;14.1;77.8;0.7;0.6
THU;202406160650;9.3;385;14.4;75.3;0.6;0.5
THU;202406160700;9.3;374;14.6;74.2;0.4;0.2
THU;202406160710;9.6;616;15.4;73.4;0.5;0.4
THU;202406160720;9.4;676;15.8;69.6;0.9;0.8
THU;202406160730;9.0;468;15.9;66.7;1.3;1.2
THU;202406160740;9.1;318;15.6;68.5;1.5;1.4
THU;202406160750;9.6;730;16.5;68.3;1.2;1.0
THU;202406160800;9.8;703;16.9;68.3;1.5;1.3
THU;202406160810;9.3;556;16.6;65.6;1.7;1.5
THU;202406160820;9.2;568;16.6;65.2;2.8;2.6
THU;202406160830;9.3;697;16.8;65.0;2.8;2.7
THU;202406160840;9.3;788;17.0;64.0;2.5;2.2
THU;202406160850;9.5;802;17.4;64.1;1.9;1.8
THU;202406160900;9.3;825;17.5;62.4;1.9;1.5
THU;202406160910;9.1;852;17.5;61.1;1.8;0.8
THU;202406160920;9.2;918;17.9;60.6;2.1;1.4
THU;202406160930;9.6;950;18.3;61.3;2.2;1.9
THU;202406160940;9.4;911;18.3;60.5;2.0;1.6
THU;202406160950;9.2;895;18.3;59.1;2.3;1.9
THU;202406161000;9.1;924;18.3;58.5;1.6;1.4
THU;202406161010;8.9;509;18.1;58.0;1.7;1.5
THU;202406161020;8.9;582;18.2;57.5;1.0;0.7
THU;202406161030;9.3;518;18.3;59.7;1.5;1.0
THU;202406161040;9.7;484;18.5;61.2;1.5;1.4
THU;202406161050;9.7;468;18.5;61.4;1.8;1.7
THU;202406161100;9.6;503;18.6;60.1;2.0;1.9
THU;202406161110;9.6;561;18.8;60.1;1.4;1.3
THU;202406161120;9.6;604;19.1;58.3;1.1;1.0
THU;202406161130;9.8;796;19.6;57.9;1.6;1.3
THU;202406161140;9.7;841;19.9;56.4;1.4;1.1
THU;202406161150;9.8;574;19.8;57.0;1.8;1.5
THU;202406161200;9.8;596;20.0;56.6;1.6;1.2
THU;202406161210;9.7;583;20.0;56.2;0.8;0.2
THU;202406161220;10.0;743;20.6;56.1;1.8;1.5
THU;202406161230;10.4;1100;21.3;56.0;1.6;1.2
THU;202406161240;10.1;874;21.3;54.2;1.9;1.6
THU;202406161250;9.6;795;21.1;52.3;1.6;1.3
THU;202406161300;9.6;785;21.4;51.6;1.5;1.3
THU;202406161310;9.5;895;22.0;49.1;2.5;2.1
THU;202406161320;9.1;688;22.1;46.8;2.5;2.4
THU;202406161330;9.2;792;22.2;47.0;2.5;2.3
THU;202406161340;9.3;560;21.9;48.2;2.2;2.0
THU;202406161350;9.0;398;21.6;47.2;1.4;1.2
THU;202406161400;9.6;463;22.1;49.3;2.0;1.7
THU;202406161410;9.0;471;22.0;46.6;3.1;3.0
THU;202406161420;9.2;430;22.1;47.5;2.4;2.3
THU;202406161430;9.2;706;22.2;47.1;3.1;3.0
THU;202406161440;9.4;701;22.7;46.6;2.4;2.3
THU;202406161450;9.1;866;23.0;44.2;2.5;2.3
THU;202406161500;9.2;578;22.7;45.2;2.8;2.4
THU;202406161510;9.2;457;22.3;46.3;3.6;3.5
THU;202406161520;9.2;583;22.5;46.3;3.7;3.6
THU;202406161530;9.2;300;22.1;47.3;3.7;3.1
THU;202406161540;8.9;323;21.8;46.4;3.4;3.3
THU;202406161550;9.2;410;22.1;47.1;2.7;2.6
THU;202406161600;9.1;327;21.8;47.4;3.1;3.0
THU;202406161610;9.2;454;22.1;47.2;2.4;2.3
THU;202406161620;9.0;358;22.0;46.7;2.2;2.1
THU;202406161630;9.3;313;22.0;48.0;2.0;2.0
THU;202406161640;9.4;274;22.0;48.5;1.8;1.7
THU;202406161650;9.6;203;21.9;49.7;1.0;0.9
THU;202406161700;9.5;190;21.8;49.4;1.6;1.6
THU;202406161710;9.3;155;21.8;48.2;1.0;0.9
THU;202406161720;9.3;147;21.7;49.0;0.4;0.3
THU;202406161730;9.6;132;21.4;51.3;0.7;0.2
THU;202406161740;10.3;141;21.2;55.5;0.4;0.3
THU;202406161750;10.4;142;21.1;56.3;0.7;0.7
THU;202406161800;10.9;134;20.6;61.0;1.9;1.9
THU;202406161810;10.3;136;20.7;57.3;1.7;1.7
THU;202406161820;10.6;139;20.7;59.1;1.6;1.6
THU;202406161830;10.5;122;20.6;58.6;1.9;1.9
THU;202406161840;10.0;68;20.1;58.0;2.3;2.3
THU;202406161850;10.4;53;19.5;61.9;1.6;1.6
THU;202406161900;10.5;35;19.2;64.0;1.9;1.9
THU;202406161910;10.5;18;19.0;64.0;1.5;1.5
THU;202406161920;10.8;6;18.1;69.7;0.5;0.5
THU;202406161930;10.8;0;17.3;73.6;0.9;0.9
THU;202406161940;11.1;0;16.9;76.9;0.6;0.6
THU;202406161950;11.2;0;17.2;76.3;1.3;1.3
THU;202406162000;10.9;0;16.4;78.2;0.9;0.5
THU;202406162010;11.1;0;16.1;80.9;0.8;0.8
THU;202406162020;11.0;0;15.9;81.3;0.7;0.6
THU;202406162030;10.9;0;15.4;83.0;0.4;0.2
THU;202406162040;11.1;0;14.7;88.2;0.9;0.8
THU;202406162050;10.9;0;13.8;92.1;1.0;1.0
THU;202406162100;11.2;0;14.2;92.1;1.2;1.2
THU;202406162110;11.2;0;14.6;89.6;1.4;1.4
THU;202406162120;11.1;0;14.3;90.0;0.5;0.5
THU;202406162130;11.3;0;14.1;93.1;0.5;0.5
THU;202406162140;10.9;0;13.9;91.6;0.3;0.3
THU;202406162150;11.2;0;13.3;96.7;0.8;0.7
THU;202406162200;11.3;0;13.6;96.1;0.6;0.6
THU;202406162210;11.1;0;13.5;94.9;1.1;0.8
THU;202406162220;11.3;0;13.4;97.9;0.7;0.5
THU;202406162230;11.4;0;14.0;94.5;0.6;0.4
THU;202406162240;11.3;0;13.9;94.5;0.6;0.3
THU;202406162250;11.4;0;13.7;96.4;0.5;0.4
THU;202406162300;11.5;0;13.9;95.8;0.8;0.8
THU;202406162310;11.5;0;13.7;96.7;0.5;0.5
THU;202406162320;11.5;0;13.6;97.8;0.9;0.9
THU;202406162330;11.3;0;13.5;97.3;1.1;1.1
THU;202406162340;11.5;0;13.6;97.4;0.5;0.4
THU;202406162350;11.3;0;13.3;97.7;1.0;0.9
THU;202406170000;11.1;0;12.8;98.7;1.2;1.1
THU;202406170010;11.1;0;12.8;98.9;1.0;0.9
THU;202406170020;11.2;0;13.1;98.1;0.7;0.6
THU;202406170030;11.4;0;13.8;95.9;1.1;1.0
THU;202406170040;11.0;0;13.5;94.7;1.0;0.7
THU;202406170050;11.1;0;13.3;96.6;1.3;1.3
THU;202406170100;11.1;0;13.1;97.2;1.6;1.5
THU;202406170110;10.9;0;13.0;96.3;1.6;1.5
THU;202406170120;11.1;0;13.0;97.2;1.5;0.8
THU;202406170130;11.2;0;13.5;95.5;1.1;1.1
THU;202406170140;10.9;0;13.3;94.6;0.4;0.2
THU;202406170150;11.0;0;13.2;95.4;0.8;0.7
THU;202406170200;10.9;0;12.7;97.9;0.7;0.4
THU;202406170210;11.2;0;13.4;96.6;1.3;1.2
THU;202406170220;11.0;0;13.5;94.4;0.5;0.2
THU;202406170230;11.1;0;13.3;96.1;0.6;0.3
THU;202406170240;11.2;0;13.3;96.7;1.0;0.9
THU;202406170250;11.2;0;13.5;95.4;0.9;0.5
THU;202406170300;11.0;0;13.7;92.3;0.8;0.5
THU;202406170310;11.1;0;13.3;96.3;0.4;0.2
THU;202406170320;11.3;0;13.3;97.7;0.4;0.3
THU;202406170330;11.3;0;13.2;98.2;0.7;0.6
THU;202406170340;11.1;0;13.1;97.5;0.7;0.3
THU;202406170350;11.2;1;13.3;97.1;0.3;0.1
THU;202406170400;11.1;10;12.9;98.4;0.8;0.8
THU;202406170410;11.3;10;13.3;98.3;0.5;0.5
THU;202406170420;11.4;15;13.5;97.4;1.0;0.8
THU;202406170430;11.3;21;13.8;95.1;0.7;0.2
THU;202406170440;11.3;30;13.8;94.8;0.5;0.2
THU;202406170450;11.5;41;13.6;97.5;0.5;0.4
THU;202406170500;11.6;48;13.8;96.8;0.4;0.2
THU;202406170510;11.6;54;14.0;96.2;0.3;0.3
THU;202406170520;11.6;59;14.4;94.1;0.4;0.4
THU;202406170530;11.7;59;14.4;94.6;0.4;0.4
THU;202406170540;11.7;73;14.6;94.2;0.2;0.2
THU;202406170550;11.7;95;14.8;92.9;0.4;0.3
THU;202406170600;11.6;110;15.0;90.5;0.7;0.6
THU;202406170610;11.4;142;15.1;88.7;1.3;1.1
THU;202406170620;11.2;157;15.3;85.8;1.5;1.5
THU;202406170630;11.2;249;15.7;83.3;0.4;0.3
THU;202406170640;11.1;508;16.6;78.4;0.3;0.1
THU;202406170650;11.2;465;16.9;77.8;0.8;0.7
THU;202406170700;11.0;507;17.5;74.1;0.7;0.6
THU;202406170710;10.9;586;17.8;72.1;1.0;0.9
THU;202406170720;11.1;592;18.5;70.5;0.8;0.5
THU;202406170730;11.0;626;19.0;67.5;0.6;0.5
THU;202406170740;10.8;549;19.3;65.3;0.7;0.4
THU;202406170750;11.1;665;19.9;64.4;0.8;0.6
THU;202406170800;10.6;397;19.4;63.3;0.7;0.7
THU;202406170810;10.9;478;19.7;64.1;0.7;0.5
THU;202406170820;11.2;604;20.0;64.5;0.8;0.6
THU;202406170830;11.2;489;20.1;64.5;0.8;0.5
THU;202406170840;11.2;578;20.5;63.2;0.8;0.4
THU;202406170850;10.7;351;20.4;60.6;1.2;1.1
THU;202406170900;10.8;385;20.6;60.6;1.2;1.1
THU;202406170910;10.9;415;20.8;60.4;1.3;1.1
THU;202406170920;10.6;293;20.5;59.8;1.5;1.5
THU;202406170930;11.1;271;20.8;61.4;1.0;0.9
THU;202406170940;11.2;251;20.8;61.9;1.5;1.3
THU;202406170950;11.1;266;20.7;61.4;2.3;2.2
THU;202406171000;11.4;391;21.0;62.2;2.9;2.9
THU;202406171010;11.6;484;21.1;62.8;3.4;3.4
THU;202406171020;11.6;575;21.5;61.5;2.9;2.8
THU;202406171030;11.3;659;21.6;59.7;2.5;2.2
THU;202406171040;10.8;410;21.4;57.7;2.4;2.3
THU;202406171050;10.8;485;21.4;57.8;2.1;2.1
THU;202406171100;11.0;530;21.6;58.3;2.9;2.8
THU;202406171110;11.0;572;21.4;58.3;2.8;2.7
THU;202406171120;11.3;950;22.2;57.7;2.7;2.4
THU;202406171130;10.8;1007;22.5;54.1;2.8;2.7
THU;202406171140;10.8;969;22.5;54.0;2.8;2.4
THU;202406171150;10.6;970;22.4;53.3;2.4;2.1
THU;202406171200;10.8;978;22.8;53.2;2.7;2.3
THU;202406171210;10.5;963;22.9;51.6;2.8;2.6
THU;202406171220;10.3;955;22.7;50.8;2.9;2.7
THU;202406171230;10.5;939;23.1;50.6;2.8;2.5
THU;202406171240;10.3;829;22.7;50.9;3.0;2.9
THU;202406171250;10.8;904;23.0;52.3;3.1;3.0
THU;202406171300;10.8;917;23.3;51.6;2.0;1.9
THU;202406171310;10.1;871;23.0;49.3;1.7;1.6
THU;202406171320;10.5;819;23.3;50.3;1.9;1.9
THU;202406171330;10.8;823;23.5;51.0;2.3;1.9
THU;202406171340;11.0;828;23.6;51.4;1.7;0.9
THU;202406171350;10.7;792;23.5;50.8;2.2;1.9
THU;202406171400;11.3;813;23.8;52.5;2.4;2.1
THU;202406171410;11.1;794;24.0;51.1;2.0;1.9
THU;202406171420;10.8;721;23.7;50.4;2.7;2.6
THU;202406171430;11.2;713;23.8;52.2;2.5;2.4
THU;202406171440;10.9;725;23.9;50.7;2.6;2.3
THU;202406171450;11.1;581;23.7;51.9;2.5;2.4
THU;202406171500;11.4;586;23.9;52.6;2.9;2.8
THU;202406171510;11.8;541;24.2;53.6;2.2;2.2
THU;202406171520;11.4;596;23.8;52.9;3.3;3.2
THU;202406171530;11.5;654;24.0;53.0;2.5;2.4
THU;202406171540;11.4;499;23.8;53.1;3.0;2.9
THU;202406171550;11.5;485;23.6;54.4;2.6;2.5
THU;202406171600;11.6;277;23.4;55.1;2.4;2.2
THU;202406171610;11.8;503;23.6;55.7;3.2;3.1
THU;202406171620;12.3;523;24.0;56.4;2.8;2.3
THU;202406171630;11.8;458;23.5;55.6;3.1;3.1
THU;202406171640;12.0;449;23.8;56.0;3.4;3.4
THU;202406171650;11.8;404;23.5;56.1;3.4;3.4
THU;202406171700;12.0;349;23.6;56.7;2.3;2.2
THU;202406171710;11.9;330;23.3;56.9;2.5;2.4
THU;202406171720;11.9;285;23.3;57.1;2.0;1.9
THU;202406171730;12.1;248;23.1;58.7;1.4;1.4
THU;202406171740;12.2;190;22.9;59.9;0.3;0.3
THU;202406171750;12.4;158;22.8;60.8;1.3;1.2
THU;202406171800;12.7;124;22.3;64.3;1.6;1.5
THU;202406171810;13.0;110;21.8;67.8;2.3;2.2
THU;202406171820;13.1;97;21.4;70.0;3.0;3.0
THU;202406171830;13.3;81;21.1;71.8;2.3;2.3
THU;202406171840;13.2;54;20.9;72.6;1.8;1.8
THU;202406171850;13.2;30;21.1;71.5;0.6;0.5
THU;202406171900;12.6;18;21.4;67.0;0.5;0.4
THU;202406171910;12.9;11;20.7;71.8;0.6;0.6
THU;202406171920;13.0;4;20.3;74.1;0.9;0.9
THU;202406171930;12.8;0;20.1;73.5;1.3;1.2
THU;202406171940;12.4;0;20.3;70.5;1.2;1.2
THU;202406171950;12.3;0;19.9;71.5;0.9;0.7
THU;202406172000;12.4;0;19.6;73.6;1.0;1.0
THU;202406172010;12.7;0;19.0;77.8;0.6;0.5
THU;202406172020;13.0;0;17.9;85.2;0.6;0.4
THU;202406172030;13.4;0;17.0;92.6;2.1;2.1
THU;202406172040;13.4;0;17.0;92.3;1.7;1.7
THU;202406172050;13.7;0;16.7;96.2;1.1;1.1
THU;202406172100;13.7;0;17.2;93.2;0.7;0.7
THU;202406172110;13.7;0;17.3;93.3;1.1;1.0
THU;202406172120;13.6;0;17.5;91.3;1.3;1.3
THU;202406172130;13.6;0;17.5;91.1;0.8;0.6
THU;202406172140;13.3;0;17.4;90.3;0.8;0.3
THU;202406172150;13.4;0;17.5;90.1;0.3;0.2
THU;202406172200;13.3;0;17.0;91.8;0.7;0.7
THU;202406172210;13.4;0;16.4;95.8;0.8;0.5
THU;202406172220;13.4;0;17.0;93.0;0.7;0.4
THU;202406172230;13.2;0;16.7;92.4;1.0;0.9
THU;202406172240;12.9;0;16.7;91.0;0.9;0.6
THU;202406172250;13.2;0;16.4;94.7;0.7;0.7
THU;202406172300;13.0;0;15.9;95.9;0.5;0.1
THU;202406172310;13.3;0;16.0;97.3;0.7;0.2
THU;202406172320;13.4;0;16.0;98.3;0.5;0.4
THU;202406172330;13.1;0;15.6;98.5;0.4;0.4
THU;202406172340;13.0;0;15.4;99.2;0.2;0.2
THU;202406172350;13.1;0;15.5;99.1;0.9;0.9
THU;202406180000;12.7;0;15.2;97.9;0.7;0.5
THU;202406180010;12.2;0;14.3;99.2;0.9;0.9
THU;202406180020;12.5;0;14.7;99.2;0.2;0.2
THU;202406180030;12.1;0;14.1;99.2;0.6;0.6
THU;202406180040;12.0;0;14.0;99.3;0.6;0.6
THU;202406180050;11.6;0;13.5;99.3;0.5;0.5
THU;202406180100;11.9;0;13.9;99.3;0.6;0.6
THU;202406180110;11.6;0;13.5;99.3;0.6;0.5
THU;202406180120;11.7;0;13.6;99.3;0.6;0.6
THU;202406180130;11.8;0;13.7;99.3;0.7;0.7
THU;202406180140;11.4;0;13.2;99.3;0.6;0.5
THU;202406180150;11.4;0;13.1;99.3;0.7;0.7
THU;202406180200;11.1;0;12.8;99.3;1.2;1.2
THU;202406180210;11.2;0;12.9;99.3;0.3;0.3
THU;202406180220;11.1;0;12.7;99.3;0.1;0.1
THU;202406180230;10.9;0;12.5;99.3;0.4;0.4
THU;202406180240;10.9;0;12.4;99.3;0.4;0.4
THU;202406180250;11.0;0;12.6;99.3;0.4;0.4
THU;202406180300;10.7;0;12.2;99.3;0.5;0.5
THU;202406180310;10.4;0;11.8;99.3;0.2;0.2
THU;202406180320;10.7;0;12.2;99.3;0.3;0.3
THU;202406180330;10.3;0;11.7;99.3;0.6;0.6
THU;202406180340;10.1;0;11.3;99.3;0.6;0.6
THU;202406180350;10.4;5;11.8;99.3;0.6;0.6
THU;202406180400;10.3;17;11.5;99.3;0.2;0.2
THU;202406180410;10.3;34;11.5;99.3;0.3;0.3
THU;202406180420;10.5;63;11.9;99.3;0.6;0.5
THU;202406180430;10.9;90;12.5;99.3;0.4;0.4
THU;202406180440;11.4;86;13.1;99.3;0.5;0.4
THU;202406180450;11.8;128;13.7;99.3;0.3;0.1
THU;202406180500;12.1;109;14.1;99.3;0.8;0.8
THU;202406180510;12.3;133;14.4;99.3;0.6;0.5
THU;202406180520;12.5;128;14.7;99.3;0.8;0.8
THU;202406180530;12.8;201;15.1;99.2;1.0;1.0
THU;202406180540;13.1;250;15.6;98.8;0.8;0.7
THU;202406180550;13.1;311;16.1;95.6;0.6;0.5
THU;202406180600;12.7;305;16.5;90.6;0.8;0.6
THU;202406180610;12.5;285;16.8;87.4;0.4;0.3
THU;202406180620;12.6;391;17.2;86.3;0.8;0.8
THU;202406180630;12.3;308;17.5;82.7;0.9;0.8
THU;202406180640;12.1;365;18.0;78.8;0.5;0.2
THU;202406180650;11.8;417;18.4;75.1;1.2;1.2
